,observed_sp_500_returns,forecast_randomwalk,forecast_engle_granger,lower_bound_engle_granger,upper_bound_engle_granger,adf_output,rsquared_step2,coefficients_of_eps_t_1__step2
2001-03-22,0.07053479448622113,-4.800437717343254,3.798372166458039,-4.848624597723335,12.445368930639413,0.14858418283674912,0.45798152758259714,-0.07946903000895425
2001-03-23,1.4816806599082355,-0.18995252185986639,3.0500028956420833,-5.596995852805429,11.697001644089596,0.1478767632385914,0.45794347290427784,-0.07974023724205526
2001-03-26,-2.09623901589735,-7.102231431510548,0.830708175123064,-7.816042723101676,9.477459073347804,0.14765701384042335,0.45793987109477663,-0.07985284506965573
2001-03-27,3.1132810806539624,-2.2653602916560183,3.2143481949641792,-5.43228830708537,11.860984697013729,0.1471693828491013,0.4579231440357384,-0.08005833484011005
2001-03-28,-1.3462413238101156,6.302276998430125,-0.37432494312129716,-9.020660135970306,8.27201024972771,0.1474169783731028,0.45793725591011647,-0.08007187501641368
2001-03-29,0.415846270370146,-10.615632898199525,0.8789621488170645,-7.767092178598954,9.525016476233084,0.14742710124839264,0.4579374970844561,-0.0801398226844743
2001-03-30,-0.04305776752149271,-2.2785897454212014,0.048557021269984624,-8.597200522997785,8.694314565537756,0.14762983408772795,0.45793713454339324,-0.08017536735524457
2001-04-02,-1.00421646354798,-7.945577135038366,-0.13105761233772295,-8.77651390403966,8.514398679364216,0.14782894314358397,0.45793712450255164,-0.08018747248691117
2001-04-03,-0.5722739839275626,-3.119145369202318,0.8689042881252398,-7.7762672551432,9.51407583139368,0.14807522061510403,0.45793663584691957,-0.08024677643478033
2001-04-04,-0.6791247459884353,-5.106059028248119,0.49749124928019617,-8.147423914042292,9.142406412602686,0.14825539646483982,0.45793153990343016,-0.08040323863063663
2001-04-05,-2.700304699532996,1.2375406574667647,1.248583835163339,-7.396059943594398,9.893227613921077,0.14853021623974083,0.45792853804048983,-0.08055332669745154
